time_s,undamped,underdamped,critical,overdamped
10.615000,-0.0772497499,0.0000001170,0.0000000000,0.0001075743
10.620000,-0.0817798015,0.0000001239,0.0000000000,0.0001071701
10.625000,-0.0862897971,0.0000001307,0.0000000000,0.0001067674
10.630000,-0.0907786305,0.0000001374,0.0000000000,0.0001063662
10.635000,-0.0952452009,0.0000001439,0.0000000000,0.0001059665
10.640000,-0.0996884129,0.0000001504,0.0000000000,0.0001055683
10.645000,-0.1041071768,0.0000001567,0.0000000000,0.0001051715
10.650000,-0.1085004090,0.0000001629,0.0000000000,0.0001047763
10.655000,-0.1128670320,0.0000001690,0.0000000000,0.0001043826
10.660000,-0.1172059749,0.0000001749,0.0000000000,0.0001039903
10.665000,-0.1215161736,0.0000001808,0.0000000000,0.0001035996
10.670000,-0.1257965711,0.0000001865,0.0000000000,0.0001032103
10.675000,-0.1300461176,0.0000001922,0.0000000000,0.0001028224
10.680000,-0.1342637710,0.0000001977,0.0000000000,0.0001024360
10.685000,-0.1384484968,0.0000002030,0.0000000000,0.0001020511
10.690000,-0.1425992689,0.0000002083,0.0000000000,0.0001016676
10.695000,-0.1467150692,0.0000002135,0.0000000000,0.0001012855
10.700000,-0.1507948883,0.0000002185,0.0000000000,0.0001009049
10.705000,-0.1548377258,0.0000002234,0.0000000000,0.0001005258
10.710000,-0.1588425901,0.0000002282,0.0000000000,0.0001001480
10.715000,-0.1628084990,0.0000002329,0.0000000000,0.0000997717
10.720000,-0.1667344800,0.0000002375,0.0000000000,0.0000993967
10.725000,-0.1706195702,0.0000002420,0.0000000000,0.0000990232
10.730000,-0.1744628167,0.0000002463,0.0000000000,0.0000986511
10.735000,-0.1782632772,0.0000002505,0.0000000000,0.0000982804
10.740000,-0.1820200195,0.0000002546,0.0000000000,0.0000979111
10.745000,-0.1857321222,0.0000002587,0.0000000000,0.0000975431
10.750000,-0.1893986751,0.0000002625,0.0000000000,0.0000971766
10.755000,-0.1930187790,0.0000002663,0.0000000000,0.0000968114
10.760000,-0.1965915459,0.0000002700,0.0000000000,0.0000964476
10.765000,-0.2001160998,0.0000002735,0.0000000000,0.0000960852
10.770000,-0.2035915761,0.0000002770,0.0000000000,0.0000957241
10.775000,-0.2070171227,0.0000002803,0.0000000000,0.0000953644
10.780000,-0.2103918993,0.0000002835,0.0000000000,0.0000950060
10.785000,-0.2137150784,0.0000002867,0.0000000000,0.0000946490
10.790000,-0.2169858450,0.0000002897,0.0000000000,0.0000942933
10.795000,-0.2202033968,0.0000002926,0.0000000000,0.0000939390
10.800000,-0.2233669449,0.0000002954,0.0000000000,0.0000935860
10.805000,-0.2264757134,0.0000002980,0.0000000000,0.0000932343
10.810000,-0.2295289398,0.0000003006,0.0000000000,0.0000928840
10.815000,-0.2325258754,0.0000003031,0.0000000000,0.0000925349
10.820000,-0.2354657851,0.0000003055,0.0000000000,0.0000921872
10.825000,-0.2383479481,0.0000003077,0.0000000000,0.0000918408
10.830000,-0.2411716575,0.0000003099,0.0000000000,0.0000914956
10.835000,-0.2439362207,0.0000003119,0.0000000000,0.0000911518
10.840000,-0.2466409598,0.0000003139,0.0000000000,0.0000908093
10.845000,-0.2492852114,0.0000003158,0.0000000000,0.0000904680
10.850000,-0.2518683270,0.0000003175,0.0000000000,0.0000901281
10.855000,-0.2543896732,0.0000003192,0.0000000000,0.0000897894
10.860000,-0.2568486317,0.0000003207,0.0000000000,0.0000894520
10.865000,-0.2592445992,0.0000003222,0.0000000000,0.0000891158
10.870000,-0.2615769884,0.0000003236,0.0000000000,0.0000887810
10.875000,-0.2638452271,0.0000003248,0.0000000000,0.0000884473
10.880000,-0.2660487591,0.0000003260,0.0000000000,0.0000881150
10.885000,-0.2681870439,0.0000003271,0.0000000000,0.0000877838
10.890000,-0.2702595573,0.0000003281,0.0000000000,0.0000874540
10.895000,-0.2722657908,0.0000003290,0.0000000000,0.0000871253
10.900000,-0.2742052525,0.0000003298,0.0000000000,0.0000867979
10.905000,-0.2760774667,0.0000003305,0.0000000000,0.0000864718
10.910000,-0.2778819744,0.0000003311,0.0000000000,0.0000861468
10.915000,-0.2796183328,0.0000003316,0.0000000000,0.0000858231
10.920000,-0.2812861163,0.0000003321,0.0000000000,0.0000855006
10.925000,-0.2828849158,0.0000003324,0.0000000000,0.0000851793
10.930000,-0.2844143391,0.0000003327,0.0000000000,0.0000848592
10.935000,-0.2858740113,0.0000003329,0.0000000000,0.0000845403
10.940000,-0.2872635743,0.0000003330,0.0000000000,0.0000842226
10.945000,-0.2885826873,0.0000003330,0.0000000000,0.0000839061
10.950000,-0.2898310269,0.0000003330,0.0000000000,0.0000835908
10.955000,-0.2910082869,0.0000003328,0.0000000000,0.0000832767
10.960000,-0.2921141785,0.0000003326,0.0000000000,0.0000829638
10.965000,-0.2931484307,0.0000003323,0.0000000000,0.0000826520
10.970000,-0.2941107896,0.0000003320,0.0000000000,0.0000823414
10.975000,-0.2950010193,0.0000003315,0.0000000000,0.0000820320
10.980000,-0.2958189016,0.0000003310,0.0000000000,0.0000817237
10.985000,-0.2965642357,0.0000003304,0.0000000000,0.0000814166
10.990000,-0.2972368389,0.0000003297,0.0000000000,0.0000811107
10.995000,-0.2978365463,0.0000003290,0.0000000000,0.0000808059
11.000000,-0.2983632107,0.0000003282,0.0000000000,0.0000805022
11.005000,-0.2988167031,0.0000003273,0.0000000000,0.0000801997
11.010000,-0.2991969122,0.0000003263,0.0000000000,0.0000798983
11.015000,-0.2995037447,0.0000003253,0.0000000000,0.0000795981
11.020000,-0.2997371254,0.0000003242,0.0000000000,0.0000792990
11.025000,-0.2998969972,0.0000003231,0.0000000000,0.0000790010
11.030000,-0.2999833206,0.0000003218,0.0000000000,0.0000787041
11.035000,-0.2999960747,0.0000003206,0.0000000000,0.0000784083
11.040000,-0.2999352562,0.0000003192,0.0000000000,0.0000781137
11.045000,-0.2998008802,0.0000003178,0.0000000000,0.0000778202
11.050000,-0.2995929794,0.0000003164,0.0000000000,0.0000775277
11.055000,-0.2993116050,0.0000003148,0.0000000000,0.0000772364
11.060000,-0.2989568259,0.0000003133,0.0000000000,0.0000769461
11.065000,-0.2985287292,0.0000003116,0.0000000000,0.0000766570
11.070000,-0.2980274197,0.0000003099,0.0000000000,0.0000763689
11.075000,-0.2974530206,0.0000003082,0.0000000000,0.0000760820
11.080000,-0.2968056725,0.0000003064,0.0000000000,0.0000757961
11.085000,-0.2960855344,0.0000003045,0.0000000000,0.0000755112
11.090000,-0.2952927828,0.0000003026,0.0000000000,0.0000752275
11.095000,-0.2944276121,0.0000003007,0.0000000000,0.0000749448
11.100000,-0.2934902345,0.0000002987,0.0000000000,0.0000746631
11.105000,-0.2924808799,0.0000002966,0.0000000000,0.0000743826
11.110000,-0.2913997959,0.0000002945,0.0000000000,0.0000741031
11.115000,-0.2902472475,0.0000002924,0.0000000000,0.0000738246
11.120000,-0.2890235174,0.0000002902,0.0000000000,0.0000735472
11.125000,-0.2877289057,0.0000002880,0.0000000000,0.0000732708
11.130000,-0.2863637300,0.0000002857,0.0000000000,0.0000729955
11.135000,-0.2849283250,0.0000002834,0.0000000000,0.0000727212
11.140000,-0.2834230427,0.0000002810,0.0000000000,0.0000724479
11.145000,-0.2818482524,0.0000002786,0.0000000000,0.0000721756
11.150000,-0.2802043402,0.0000002762,0.0000000000,0.0000719044
11.155000,-0.2784917093,0.0000002737,0.0000000000,0.0000716342
11.160000,-0.2767107797,0.0000002712,0.0000000000,0.0000713650
11.165000,-0.2748619882,0.0000002687,0.0000000000,0.0000710968
11.170000,-0.2729457881,0.0000002661,0.0000000000,0.0000708297
11.175000,-0.2709626495,0.0000002635,0.0000000000,0.0000705635
11.180000,-0.2689130586,0.0000002609,0.0000000000,0.0000702983
11.185000,-0.2667975182,0.0000002582,0.0000000000,0.0000700342
11.190000,-0.2646165469,0.0000002555,0.0000000000,0.0000697710
11.195000,-0.2623706799,0.0000002528,0.0000000000,0.0000695088
11.200000,-0.2600604677,0.0000002500,0.0000000000,0.0000692476
11.205000,-0.2576864770,0.0000002472,0.0000000000,0.0000689874
11.210000,-0.2552492899,0.0000002444,0.0000000000,0.0000687281
11.215000,-0.2527495043,0.0000002416,0.0000000000,0.0000684699
11.220000,-0.2501877331,0.0000002387,0.0000000000,0.0000682126
11.225000,-0.2475646046,0.0000002358,0.0000000000,0.0000679562
11.230000,-0.2448807622,0.0000002329,0.0000000000,0.0000677009
11.235000,-0.2421368640,0.0000002300,0.0000000000,0.0000674465
11.240000,-0.2393335829,0.0000002271,0.0000000000,0.0000671930
11.245000,-0.2364716064,0.0000002241,0.0000000000,0.0000669405
11.250000,-0.2335516365,0.0000002212,0.0000000000,0.0000666890
11.255000,-0.2305743892,0.0000002182,0.0000000000,0.0000664384
11.260000,-0.2275405947,0.0000002151,0.0000000000,0.0000661887
11.265000,-0.2244509970,0.0000002121,0.0000000000,0.0000659400
11.270000,-0.2213063539,0.0000002091,0.0000000000,0.0000656922
11.275000,-0.2181074364,0.0000002060,0.0000000000,0.0000654453
11.280000,-0.2148550292,0.0000002030,0.0000000000,0.0000651994
11.285000,-0.2115499299,0.0000001999,0.0000000000,0.0000649544
11.290000,-0.2081929490,0.0000001968,0.0000000000,0.0000647103
11.295000,-0.2047849098,0.0000001937,0.0000000000,0.0000644671
11.300000,-0.2013266482,0.0000001906,0.0000000000,0.0000642249
11.305000,-0.1978190122,0.0000001875,0.0000000000,0.0000639835
11.310000,-0.1942628621,0.0000001844,0.0000000000,0.0000637431
11.315000,-0.1906590700,0.0000001813,0.0000000000,0.0000635035
11.320000,-0.1870085197,0.0000001781,0.0000000000,0.0000632649
11.325000,-0.1833121066,0.0000001750,0.0000000000,0.0000630272
11.330000,-0.1795707370,0.0000001719,0.0000000000,0.0000627903
11.335000,-0.1757853286,0.0000001687,0.0000000000,0.0000625544
11.340000,-0.1719568098,0.0000001656,0.0000000000,0.0000623193
11.345000,-0.1680861194,0.0000001624,0.0000000000,0.0000620851
11.350000,-0.1641742067,0.0000001593,0.0000000000,0.0000618518
11.355000,-0.1602220311,0.0000001561,0.0000000000,0.0000616194
11.360000,-0.1562305619,0.0000001530,0.0000000000,0.0000613878
11.365000,-0.1522007779,0.0000001498,0.0000000000,0.0000611571
11.370000,-0.1481336675,0.0000001467,0.0000000000,0.0000609273
11.375000,-0.1440302280,0.0000001436,0.0000000000,0.0000606984
11.380000,-0.1398914658,0.0000001404,0.0000000000,0.0000604703
11.385000,-0.1357183959,0.0000001373,0.0000000000,0.0000602430
11.390000,-0.1315120417,0.0000001342,0.0000000000,0.0000600167
11.395000,-0.1272734349,0.0000001311,0.0000000000,0.0000597911
11.400000,-0.1230036150,0.0000001280,0.0000000000,0.0000595664
11.405000,-0.1187036290,0.0000001249,0.0000000000,0.0000593426
11.410000,-0.1143745315,0.0000001218,0.0000000000,0.0000591196
11.415000,-0.1100173843,0.0000001187,0.0000000000,0.0000588974
11.420000,-0.1056332558,0.0000001156,0.0000000000,0.0000586761
11.425000,-0.1012232213,0.0000001126,0.0000000000,0.0000584556
11.430000,-0.0967883624,0.0000001095,0.0000000000,0.0000582360
11.435000,-0.0923297665,0.0000001065,0.0000000000,0.0000580171
11.440000,-0.0878485273,0.0000001034,0.0000000000,0.0000577991
11.445000,-0.0833457436,0.0000001004,0.0000000000,0.0000575819
11.450000,-0.0788225198,0.0000000974,0.0000000000,0.0000573655
11.455000,-0.0742799652,0.0000000944,0.0000000000,0.0000571499
11.460000,-0.0697191938,0.0000000914,0.0000000000,0.0000569352
11.465000,-0.0651413242,0.0000000885,0.0000000000,0.0000567212
11.470000,-0.0605474789,0.0000000855,0.0000000000,0.0000565081
11.475000,-0.0559387847,0.0000000826,0.0000000000,0.0000562957
11.480000,-0.0513163717,0.0000000797,0.0000000000,0.0000560842
11.485000,-0.0466813737,0.0000000768,0.0000000000,0.0000558734
11.490000,-0.0420349273,0.0000000739,0.0000000000,0.0000556635
11.495000,-0.0373781721,0.0000000710,0.0000000000,0.0000554543
11.500000,-0.0327122500,0.0000000682,0.0000000000,0.0000552459
11.505000,-0.0280383054,0.0000000654,0.0000000000,0.0000550383
11.510000,-0.0233574846,0.0000000626,0.0000000000,0.0000548315
11.515000,-0.0186709355,0.0000000598,0.0000000000,0.0000546254
11.520000,-0.0139798074,0.0000000570,0.0000000000,0.0000544202
11.525000,-0.0092852508,0.0000000543,0.0000000000,0.0000542157
11.530000,-0.0045884171,0.0000000516,0.0000000000,0.0000540119
11.535000,0.0001095419,0.0000000488,0.0000000000,0.0000538090
11.540000,0.0048074741,0.0000000462,0.0000000000,0.0000536068
11.545000,0.0095042272,0.0000000435,0.0000000000,0.0000534053
11.550000,0.0141986495,0.0000000409,0.0000000000,0.0000532046
11.555000,0.0188895896,0.0000000383,0.0000000000,0.0000530047
11.560000,0.0235758971,0.0000000357,0.0000000000,0.0000528055
11.565000,0.0282564228,0.0000000331,0.0000000000,0.0000526071
11.570000,0.0329300187,0.0000000306,0.0000000000,0.0000524094
11.575000,0.0375955388,0.0000000280,0.0000000000,0.0000522124
11.580000,0.0422518386,0.0000000255,0.0000000000,0.0000520162
11.585000,0.0468977765,0.0000000231,0.0000000000,0.0000518208
11.590000,0.0515322129,0.0000000206,0.0000000000,0.0000516260
11.595000,0.0561540113,0.0000000182,0.0000000000,0.0000514320
11.600000,0.0607620382,0.0000000158,0.0000000000,0.0000512388
11.605000,0.0653551635,0.0000000134,0.0000000000,0.0000510462
11.610000,0.0699322607,0.0000000111,0.0000000000,0.0000508544
11.615000,0.0744922075,0.0000000088,0.0000000000,0.0000506633
11.620000,0.0790338854,0.0000000065,0.0000000000,0.0000504729
11.625000,0.0835561806,0.0000000042,0.0000000000,0.0000502832
11.630000,0.0880579841,0.0000000020,0.0000000000,0.0000500943
11.635000,0.0925381918,-0.0000000002,0.0000000000,0.0000499060
11.640000,0.0969957050,-0.0000000024,0.0000000000,0.0000497185
11.645000,0.1014294305,-0.0000000045,0.0000000000,0.0000495317
11.650000,0.1058382809,-0.0000000067,0.0000000000,0.0000493455
11.655000,0.1102211751,-0.0000000087,0.0000000000,0.0000491601
11.660000,0.1145770380,-0.0000000108,0.0000000000,0.0000489754
11.665000,0.1189048015,-0.0000000129,0.0000000000,0.0000487913
11.670000,0.1232034041,-0.0000000149,0.0000000000,0.0000486080
11.675000,0.1274717918,-0.0000000168,0.0000000000,0.0000484253
11.680000,0.1317089176,-0.0000000188,0.0000000000,0.0000482433
11.685000,0.1359137425,-0.0000000207,0.0000000000,0.0000480621
11.690000,0.1400852353,-0.0000000226,0.0000000000,0.0000478814
11.695000,0.1442223728,-0.0000000245,0.0000000000,0.0000477015
11.700000,0.1483241405,-0.0000000263,0.0000000000,0.0000475223
11.705000,0.1523895324,-0.0000000281,0.0000000000,0.0000473437
11.710000,0.1564175516,-0.0000000299,0.0000000000,0.0000471658
11.715000,0.1604072102,-0.0000000317,0.0000000000,0.0000469885
11.720000,0.1643575297,-0.0000000334,0.0000000000,0.0000468120
11.725000,0.1682675413,-0.0000000351,0.0000000000,0.0000466360
11.730000,0.1721362862,-0.0000000367,0.0000000000,0.0000464608
11.735000,0.1759628155,-0.0000000384,0.0000000000,0.0000462862
11.740000,0.1797461908,-0.0000000400,0.0000000000,0.0000461123
11.745000,0.1834854843,-0.0000000415,0.0000000000,0.0000459390
11.750000,0.1871797789,-0.0000000431,0.0000000000,0.0000457664
11.755000,0.1908281685,-0.0000000446,0.0000000000,0.0000455944
11.760000,0.1944297585,-0.0000000461,0.0000000000,0.0000454230
11.765000,0.1979836656,-0.0000000475,0.0000000000,0.0000452523
11.770000,0.2014890182,-0.0000000489,0.0000000000,0.0000450823
11.775000,0.2049449566,-0.0000000503,0.0000000000,0.0000449129
11.780000,0.2083506333,-0.0000000517,0.0000000000,0.0000447441
11.785000,0.2117052130,-0.0000000530,0.0000000000,0.0000445760
11.790000,0.2150078731,-0.0000000543,0.0000000000,0.0000444085
11.795000,0.2182578036,-0.0000000556,0.0000000000,0.0000442416
11.800000,0.2214542075,-0.0000000569,0.0000000000,0.0000440753
11.805000,0.2245963008,-0.0000000581,0.0000000000,0.0000439097
11.810000,0.2276833130,-0.0000000593,0.0000000000,0.0000437447
11.815000,0.2307144871,-0.0000000604,0.0000000000,0.0000435803
11.820000,0.2336890795,-0.0000000615,0.0000000000,0.0000434165
11.825000,0.2366063609,-0.0000000626,0.0000000000,0.0000432534
11.830000,0.2394656157,-0.0000000637,0.0000000000,0.0000430909
11.835000,0.2422661428,-0.0000000648,0.0000000000,0.0000429289
11.840000,0.2450072554,-0.0000000658,0.0000000000,0.0000427676
11.845000,0.2476882811,-0.0000000668,0.0000000000,0.0000426069
11.850000,0.2503085626,-0.0000000677,0.0000000000,0.0000424468
11.855000,0.2528674571,-0.0000000686,0.0000000000,0.0000422873
11.860000,0.2553643372,-0.0000000695,0.0000000000,0.0000421284
11.865000,0.2577985904,-0.0000000704,0.0000000000,0.0000419701
11.870000,0.2601696198,-0.0000000713,0.0000000000,0.0000418123
11.875000,0.2624768439,-0.0000000721,0.0000000000,0.0000416552
11.880000,0.2647196969,-0.0000000729,0.0000000000,0.0000414987
11.885000,0.2668976287,-0.0000000736,0.0000000000,0.0000413427
11.890000,0.2690101052,-0.0000000743,0.0000000000,0.0000411874
11.895000,0.2710566083,-0.0000000751,0.0000000000,0.0000410326
11.900000,0.2730366361,-0.0000000757,0.0000000000,0.0000408784
11.905000,0.2749497031,-0.0000000764,0.0000000000,0.0000407248
11.910000,0.2767953401,-0.0000000770,0.0000000000,0.0000405718
11.915000,0.2785730943,-0.0000000776,0.0000000000,0.0000404193
11.920000,0.2802825299,-0.0000000782,0.0000000000,0.0000402674
11.925000,0.2819232277,-0.0000000787,0.0000000000,0.0000401161
11.930000,0.2834947851,-0.0000000792,0.0000000000,0.0000399653
11.935000,0.2849968169,-0.0000000797,0.0000000000,0.0000398152
11.940000,0.2864289547,-0.0000000802,0.0000000000,0.0000396655
11.945000,0.2877908472,-0.0000000806,0.0000000000,0.0000395165
11.950000,0.2890821604,-0.0000000811,0.0000000000,0.0000393680
11.955000,0.2903025777,-0.0000000815,0.0000000000,0.0000392201
11.960000,0.2914517997,-0.0000000818,0.0000000000,0.0000390727
11.965000,0.2925295446,-0.0000000822,0.0000000000,0.0000389258
11.970000,0.2935355482,-0.0000000825,0.0000000000,0.0000387796
11.975000,0.2944695636,-0.0000000828,0.0000000000,0.0000386338
11.980000,0.2953313618,-0.0000000831,0.0000000000,0.0000384887
11.985000,0.2961207315,-0.0000000833,0.0000000000,0.0000383440
11.990000,0.2968374790,-0.0000000835,0.0000000000,0.0000381999
11.995000,0.2974814287,-0.0000000837,0.0000000000,0.0000380564
12.000000,0.2980524225,-0.0000000839,0.0000000000,0.0000379134
12.005000,0.2985503205,-0.0000000841,0.0000000000,0.0000377709
12.010000,0.2989750005,-0.0000000842,0.0000000000,0.0000376290
12.015000,0.2993263584,-0.0000000843,0.0000000000,0.0000374876
12.020000,0.2996043079,-0.0000000844,0.0000000000,0.0000373467
12.025000,0.2998087811,-0.0000000845,0.0000000000,0.0000372064
12.030000,0.2999397276,-0.0000000845,0.0000000000,0.0000370665
12.035000,0.2999971154,-0.0000000845,0.0000000000,0.0000369272
12.040000,0.2999809304,-0.0000000845,0.0000000000,0.0000367885
12.045000,0.2998911767,-0.0000000845,0.0000000000,0.0000366502
12.050000,0.2997278760,-0.0000000845,0.0000000000,0.0000365125
12.055000,0.2994910687,-0.0000000844,0.0000000000,0.0000363753
12.060000,0.2991808126,-0.0000000843,0.0000000000,0.0000362386
12.065000,0.2987971840,-0.0000000842,0.0000000000,0.0000361024
12.070000,0.2983402769,-0.0000000841,0.0000000000,0.0000359668
12.075000,0.2978102032,-0.0000000840,0.0000000000,0.0000358316
12.080000,0.2972070932,-0.0000000838,0.0000000000,0.0000356970
12.085000,0.2965310946,-0.0000000837,0.0000000000,0.0000355628
12.090000,0.2957823732,-0.0000000835,0.0000000000,0.0000354292
12.095000,0.2949611127,-0.0000000833,0.0000000000,0.0000352960
12.100000,0.2940675144,-0.0000000830,0.0000000000,0.0000351634
12.105000,0.2931017976,-0.0000000828,0.0000000000,0.0000350313
12.110000,0.2920641990,-0.0000000825,0.0000000000,0.0000348996
12.115000,0.2909549731,-0.0000000823,0.0000000000,0.0000347685
12.120000,0.2897743920,-0.0000000820,0.0000000000,0.0000346378
12.125000,0.2885227451,-0.0000000817,0.0000000000,0.0000345077
12.130000,0.2872003395,-0.0000000813,0.0000000000,0.0000343780
12.135000,0.2858074995,-0.0000000810,0.0000000000,0.0000342488
12.140000,0.2843445666,-0.0000000806,0.0000000000,0.0000341201
12.145000,0.2828118996,-0.0000000803,0.0000000000,0.0000339919
12.150000,0.2812098745,-0.0000000799,0.0000000000,0.0000338642
12.155000,0.2795388840,-0.0000000795,0.0000000000,0.0000337369
12.160000,0.2777993380,-0.0000000790,0.0000000000,0.0000336101
12.165000,0.2759916631,-0.0000000786,0.0000000000,0.0000334838
12.170000,0.2741163026,-0.0000000782,0.0000000000,0.0000333580
12.175000,0.2721737165,-0.0000000777,0.0000000000,0.0000332326
12.180000,0.2701643811,-0.0000000772,0.0000000000,0.0000331078
12.185000,0.2680887893,-0.0000000768,0.0000000000,0.0000329833
12.190000,0.2659474501,-0.0000000763,0.0000000000,0.0000328594
12.195000,0.2637408886,-0.0000000757,0.0000000000,0.0000327359
12.200000,0.2614696459,-0.0000000752,0.0000000000,0.0000326129
12.205000,0.2591342791,-0.0000000747,0.0000000000,0.0000324903
12.210000,0.2567353610,-0.0000000741,0.0000000000,0.0000323683
12.215000,0.2542734797,-0.0000000736,0.0000000000,0.0000322466
12.220000,0.2517492392,-0.0000000730,0.0000000000,0.0000321254
12.225000,0.2491632585,-0.0000000724,0.0000000000,0.0000320047
12.230000,0.2465161717,-0.0000000719,0.0000000000,0.0000318845
12.235000,0.2438086280,-0.0000000713,0.0000000000,0.0000317646
12.240000,0.2410412915,-0.0000000706,0.0000000000,0.0000316453
12.245000,0.2382148409,-0.0000000700,0.0000000000,0.0000315264
12.250000,0.2353299692,-0.0000000694,0.0000000000,0.0000314079
12.255000,0.2323873841,-0.0000000688,0.0000000000,0.0000312899
12.260000,0.2293878071,-0.0000000681,0.0000000000,0.0000311723
12.265000,0.2263319739,-0.0000000675,0.0000000000,0.0000310551
12.270000,0.2232206339,-0.0000000668,0.0000000000,0.0000309384
12.275000,0.2200545501,-0.0000000661,0.0000000000,0.0000308222
12.280000,0.2168344991,-0.0000000655,0.0000000000,0.0000307064
12.285000,0.2135612706,-0.0000000648,0.0000000000,0.0000305910
12.290000,0.2102356672,-0.0000000641,0.0000000000,0.0000304760
12.295000,0.2068585045,-0.0000000634,0.0000000000,0.0000303615
12.300000,0.2034306108,-0.0000000627,0.0000000000,0.0000302474
12.305000,0.1999528268,-0.0000000620,0.0000000000,0.0000301337
12.310000,0.1964260054,-0.0000000612,0.0000000000,0.0000300205
12.315000,0.1928510115,-0.0000000605,0.0000000000,0.0000299077
12.320000,0.1892287218,-0.0000000598,0.0000000000,0.0000297953
12.325000,0.1855600248,-0.0000000590,0.0000000000,0.0000296833
12.330000,0.1818458200,-0.0000000583,0.0000000000,0.0000295718
12.335000,0.1780870185,-0.0000000576,0.0000000000,0.0000294607
12.340000,0.1742845421,-0.0000000568,0.0000000000,0.0000293499
12.345000,0.1704393232,-0.0000000560,0.0000000000,0.0000292397
12.350000,0.1665523049,-0.0000000553,0.0000000000,0.0000291298
12.355000,0.1626244406,-0.0000000545,0.0000000000,0.0000290203
12.360000,0.1586566934,-0.0000000537,0.0000000000,0.0000289113
12.365000,0.1546500364,-0.0000000530,0.0000000000,0.0000288026
12.370000,0.1506054523,-0.0000000522,0.0000000000,0.0000286944
12.375000,0.1465239330,-0.0000000514,0.0000000000,0.0000285865
12.380000,0.1424064794,-0.0000000506,0.0000000000,0.0000284791
12.385000,0.1382541013,-0.0000000499,0.0000000000,0.0000283721
12.390000,0.1340678171,-0.0000000491,0.0000000000,0.0000282655
12.395000,0.1298486534,-0.0000000483,0.0000000000,0.0000281593
12.400000,0.1255976451,-0.0000000475,0.0000000000,0.0000280535
12.405000,0.1213158345,-0.0000000467,0.0000000000,0.0000279480
12.410000,0.1170042718,-0.0000000459,0.0000000000,0.0000278430
12.415000,0.1126640144,-0.0000000451,0.0000000000,0.0000277384
12.420000,0.1082961267,-0.0000000443,0.0000000000,0.0000276341
12.425000,0.1039016800,-0.0000000435,0.0000000000,0.0000275303
12.430000,0.0994817518,-0.0000000427,0.0000000000,0.0000274268
12.435000,0.0950374263,-0.0000000419,0.0000000000,0.0000273238
12.440000,0.0905697933,-0.0000000411,0.0000000000,0.0000272211
12.445000,0.0860799486,-0.0000000403,0.0000000000,0.0000271188
12.450000,0.0815689931,-0.0000000395,0.0000000000,0.0000270169
12.455000,0.0770380333,-0.0000000387,0.0000000000,0.0000269154
12.460000,0.0724881803,-0.0000000379,0.0000000000,0.0000268142
12.465000,0.0679205499,-0.0000000371,0.0000000000,0.0000267135
12.470000,0.0633362623,-0.0000000363,0.0000000000,0.0000266131
12.475000,0.0587364419,-0.0000000356,0.0000000000,0.0000265131
12.480000,0.0541222166,-0.0000000348,0.0000000000,0.0000264135
12.485000,0.0494947181,-0.0000000340,0.0000000000,0.0000263142
12.490000,0.0448550813,-0.0000000332,0.0000000000,0.0000262153
12.495000,0.0402044440,-0.0000000324,0.0000000000,0.0000261168
12.500000,0.0355439467,-0.0000000316,0.0000000000,0.0000260187
12.505000,0.0308747325,-0.0000000308,0.0000000000,0.0000259209
12.510000,0.0261979465,-0.0000000300,0.0000000000,0.0000258235
12.515000,0.0215147355,-0.0000000293,0.0000000000,0.0000257264
12.520000,0.0168262481,-0.0000000285,0.0000000000,0.0000256298
12.525000,0.0121336341,-0.0000000277,0.0000000000,0.0000255334
12.530000,0.0074380445,-0.0000000269,0.0000000000,0.0000254375
12.535000,0.0027406307,-0.0000000262,0.0000000000,0.0000253419
12.540000,-0.0019574552,-0.0000000254,0.0000000000,0.0000252467
12.545000,-0.0066550611,-0.0000000246,0.0000000000,0.0000251518
12.550000,-0.0113510348,-0.0000000239,0.0000000000,0.0000250573
12.555000,-0.0160442247,-0.0000000231,0.0000000000,0.0000249631
12.560000,-0.0207334799,-0.0000000224,0.0000000000,0.0000248693
12.565000,-0.0254176503,-0.0000000216,0.0000000000,0.0000247759
12.570000,-0.0300955872,-0.0000000209,0.0000000000,0.0000246828
12.575000,-0.0347661433,-0.0000000201,0.0000000000,0.0000245900
12.580000,-0.0394281731,-0.0000000194,0.0000000000,0.0000244976
12.585000,-0.0440805334,-0.0000000187,0.0000000000,0.0000244055
12.590000,-0.0487220831,-0.0000000179,0.0000000000,0.0000243138
12.595000,-0.0533516840,-0.0000000172,0.0000000000,0.0000242225
12.600000,-0.0579682007,-0.0000000165,0.0000000000,0.0000241314
12.605000,-0.0625705010,-0.0000000158,0.0000000000,0.0000240408
12.610000,-0.0671574561,-0.0000000151,0.0000000000,0.0000239504
12.615000,-0.0717279412,-0.0000000144,0.0000000000,0.0000238604
12.620000,-0.0762808354,-0.0000000137,0.0000000000,0.0000237708
12.625000,-0.0808150222,-0.0000000130,0.0000000000,0.0000236814
12.630000,-0.0853293894,-0.0000000123,0.0000000000,0.0000235924
12.635000,-0.0898228300,-0.0000000116,0.0000000000,0.0000235038
12.640000,-0.0942942421,-0.0000000110,0.0000000000,0.0000234155
12.645000,-0.0987425289,-0.0000000103,0.0000000000,0.0000233275
12.650000,-0.1031665996,-0.0000000096,0.0000000000,0.0000232398
12.655000,-0.1075653693,-0.0000000090,0.0000000000,0.0000231525
12.660000,-0.1119377590,-0.0000000083,0.0000000000,0.0000230655
